Date,CNR,BB,MFC,XIT,XUT,XMA,XCG,XCS,XDV,XIN,XSP,XLB,XSB,XCB
2013-05-27,-0.003450269,-0.001340483,-0.0012544,0.013810692,0.00289907,0.005214188,0,0.007804411,0.002656763,0.004821987,0.001053722,-0.003903036,-0.000694162,-0.00233205
2013-05-28,0.010316006,-0.000670916,0.018040642,-0.002497003,0.005772268,0,0.006670538,-0.00495922,0.002650686,0.006711257,0.006299243,-0.008291147,-0.000694778,-0.001868693
2013-05-29,-0.000760424,-0.012833678,0.022555278,-0.006269523,-0.016442452,0.021316354,-0.005778527,0.00495922,-0.002208669,-0.01637796,-0.007352965,0.000437098,-0.00069553,-0.00093579
2013-05-30,0.00767393,0.010818226,0.003009338,0.003766497,-0.006849121,0.032203211,0.007993047,0.007042346,-0.003543205,-0.001944783,0.00368315,0.000438436,0.000347758,0
2013-05-31,-0.007103609,-0.028651346,-0.01330953,-0.003766497,-0.007886017,-0.007066964,0,-0.003515136,-0.007123044,-0.016683484,-0.014282017,0.000875023,-0.00069519,0.001403324
2013-06-03,0.003037005,-0.032351626,0.003040448,-0.006309078,-0.005955025,0.002832719,-0.005321474,-0.00070435,-0.004478331,-0.003965993,0.005313232,0.001311609,0,0.000466986
2013-06-04,0.000947139,-0.001430615,-0.010988979,0.010075575,0.000995864,-0.004252329,0,-0.002116357,0.002241707,0.00495528,-0.005313232,-0.001311609,0.00069519,0
2013-06-05,-0.031675282,0.009262624,-0.019839391,-0.008810663,-0.019583814,-0.00142155,-0.008932883,-0.005665723,-0.013071819,-0.025533249,-0.013408598,0.000874194,0.000695199,0
2013-06-06,-0.000588505,-0.003552402,0.000626018,-0.005069739,-0.011732911,-0.001423494,0,0.000709851,-0.006373048,-0.008658134,0.007530832,-0.000437224,0,-0.000466986
2013-06-07,0,0.003552402,0.02044054,0.012626364,0.009702167,-0.032575917,0,-0.003555042,0,0.017241816,0.013308788,-0.01054902,-0.002782937,-0.005155463
2013-06-10,-0.005316004,0.009880109,-0.003685743,-0.003771118,-0.001525562,0.001470188,0,-0.001425514,0.004556145,0.00351338,-0.001058243,-0.00709495,-0.001742744,-0.002824153
2013-06-11,-0.008722824,-0.022010118,-0.006172874,-0.01650849,-0.002547737,-0.032104192,-0.019022648,-0.017992318,-0.00913243,-0.023315848,-0.00904008,0,0.001046549,0.000471457
2013-06-12,-0.003391011,-0.004316553,-0.02191026,-0.010295908,-0.023227217,0.003030487,-0.01010992,-0.009485678,-0.010606865,-0.00256763,-0.008045478,-0.002227482,-0.001046549,-0.002829417
2013-06-13,0.009940282,0.058119259,0.010075716,0.028063056,0.020160978,0.009035998,0.005527374,0.007304281,0.01106523,0.011756079,0.014965523,0.005337335,0.001742744,0.003299988
2013-06-14,-0.012140427,-0.002042902,-0.014515637,-0.008843943,0.005613976,-0.01586709,0,-0.001456577,-0.003214193,-0.012784791,-0.005852381,0.00663314,0.00173998,0.002352253
2013-06-17,-0.002004499,-0.004783063,0.018892099,0.005063321,0.003556306,0.004559131,0.00045898,0.003637975,0.006875703,0.013800508,0.006912869,-0.002206312,-0.00173998,-0.001411046
2013-06-18,0.015528834,0.035657999,0.022209141,0.016280719,0.007577303,-0.015279122,0.010504844,0,0.007282266,0.010603498,0.007917953,-0.000441731,0.001392549,-0.000941207
2013-06-19,-0.007933179,-0.037028801,0.010319043,-0.006230574,-0.024857419,-0.018890679,0.000273999,-0.005206996,-0.007400228,-0.008693571,-0.012839762,-0.009352298,-0.003701917,-0.005967065
2013-06-20,-0.009805249,-0.008956312,0.014388735,-0.015113466,-0.047728401,-0.055074384,-0.025915174,-0.027582993,-0.02178561,-0.031301304,-0.025523919,-0.009439869,-0.0003501,-0.004284602
2013-06-21,-0.001005786,-0.006944472,-0.004773309,-0.001269961,0.009729598,0.014876222,-0.005170436,0.006779829,0.0032754,0.007391667,0.002197739,-0.016393981,-0.002453734,-0.006221986
2013-06-24,-0.007881156,0.027493141,-0.029128268,-0.015365278,-0.008643916,-0.040172752,-0.01328293,-0.022779894,-0.009856511,-0.019119205,-0.012703392,-0.013404585,-0.002458641,-0.007710986
2013-06-25,0.021674538,0.037916082,0.017094214,0.032998043,0.009181331,0.011884767,0.005714425,0.019019028,0.011722628,0.015429827,0.009955384,0,0.001757207,0.003380558
2013-06-26,0.007909908,0.02003298,0.01442342,0.011173118,-0.000537416,-0.029111644,0.004264478,-0.006046893,-0.002800665,0.009981664,0.009312828,0.006955723,0.001052934,0.000482402
2013-06-27,0.00373508,-0.037814153,0,0.006154001,0.02023464,0.010371621,0.005187236,0.009807759,0.003267103,0.007810721,0.006521819,0.005529938,0.000350702,0.004327468
2013-06-28,0.004698498,-0.30623631,0.004167905,-0.087122787,0.016727906,0.04538587,0.009829333,0.015642763,0.008353152,0.001036684,-0.006521819,-0.001379503,0.001751532,-0.001921038
2013-07-02,0.0111681,-0.080795097,0.008873648,-0.006716089,-0.008328475,-0.019917528,0.001396208,0.002951869,0.006448728,0.010822236,0.006521819,0.012348477,-0.001050722,0.003839065
2013-07-03,-0.009606507,-0.004904375,0.00058843,-0.008119155,-0.013684475,0.007515604,-0.001862274,-0.000737066,-0.004141366,-0.005138611,0.002704648,-0.001364576,0.001050722,-0.000479061
2013-07-04,0.004863167,-0.001968505,0.005283139,0.009465962,0.007391622,0.004151088,0.00742822,0.00734792,0.004141366,0.020398341,0.009142423,0.000910078,0.0003501,0.002392812
2013-07-05,0.003873892,-0.006920443,0.012798327,-0.002695307,-0.008452132,-0.016708659,-0.006031044,-0.00440232,-0.000459868,0.001008962,0,-0.017895148,-0.002803835,-0.008159246
2013-07-08,-0.007080925,0.001982161,0.03353553,-0.006770655,0.029275938,0,0.005567897,0.000734815,0.007323149,0.002015394,0.004273325,0.007380672,0.001753931,0.005286942
2013-07-09,0.011709924,0.009852296,0.005018195,-0.001359625,-0.004130352,0.015879947,0.010587713,0.004398926,0.002731513,0.008519176,0.008492555,0.001377736,0.001049904,0.001437453
2013-07-10,-0.004725684,-0.040005335,0.008859385,-0.004090001,-0.008833287,-0.001659762,0.001372155,0.006562319,-0.000909676,-0.002498411,-0.000528318,-0.005060962,-0.0003501,-0.001916973
2013-07-11,0.005398821,-0.01128796,-0.006637106,0.006807404,0.020149979,0.044668123,0.012721667,0.01443029,0.012664883,0.011440374,0.013655424,0.006436537,0.001748469,0.003351825
2013-07-12,0.008805992,-0.010373537,-0.003335402,-0.006807404,-0.004614036,-0.01440017,0,0.001431479,-0.001799798,-0.000989811,0.001563781,0.002289291,-0.000349207,0.00095547
2013-07-15,0.002284856,0.018595577,0.003335402,0,0.015804465,0.003218311,0.007197857,-0.005738907,0.003146879,0.005923205,0.002600899,-0.000457731,0.000349207,0
2013-07-16,-0.007731507,-0.029077853,-0.005007113,-0.020704627,-0.003546394,0.019093346,-0.00224346,0.003590552,-0.000448918,-0.008898273,-0.004164679,0.001371902,0.000698407,0.002384756
2013-07-17,0.010674907,0.015682496,0.002784834,0.004175387,0.00556774,-0.010296883,0.003139427,-0.002152571,0.003585787,0.005940929,0.003644945,0.002737312,0.001047324,0.000952486
2013-07-18,-0.001233314,-0.02308602,0.0149049,0.001387931,-0.005061344,-0.005589006,0.004022528,0.001435753,0.007132815,0.008355995,0.004666904,-0.001368083,-0.000348732,-0.000475695
2013-07-19,0.001896626,-0.012820688,0,0.001386007,-0.00203064,0.019032954,-0.000892267,0.0099928,0.00133174,-0.001469649,0.002583547,0.005006216,0,0.001427141
2013-07-22,-0.004653252,0.010695289,0.011441127,-0.002773937,0.001524244,0.038525656,0.007560244,0.005665667,0.002657965,0.000490081,0.000515509,0.001813654,0.000348732,0
2013-07-23,-0.032602389,-0.011771136,-0.001626311,0,0.003040493,0.015004214,-0.001773707,0.011934137,0.00044264,-0.00196164,-0.001548268,-0.007733121,0,-0.002379545
2013-07-24,0.007738536,0.001075847,0.003791202,0.01652924,-0.004325339,-0.031772759,-0.012056225,-0.011934137,0.000577185,0.004408701,-0.00362243,-0.009111541,-0.001994023,-0.003113635
2013-07-25,0.005061618,-0.004310352,-0.001623124,0.001365317,-0.008192336,0.005365962,-0.001798839,0.000706088,-0.001332071,-0.005882746,0.002071643,0.003230945,0.000699522,0.001437983
2013-07-26,0.002327177,-0.014138354,-0.009246907,0.005442087,0.002567694,0.006857257,-0.002703904,-0.002119276,-0.001777758,-0.008392807,0.001034126,0.003220871,0.000350318,0.000479427
2013-07-29,0.002998064,-0.026638645,-0.00547931,0.005412876,0.006643935,-0.000759721,0.00764217,-0.003542462,0.002666208,-0.007464654,-0.003624187,-0.005527805,-0.00104984,-0.000958145
2013-07-30,0.001061792,0.004489345,-0.001099745,-0.001350567,-0.004083493,-0.040315289,-0.020357953,-0.002842854,-0.001332388,0.002494479,0.001036688,-0.004165429,-0.00070127,-0.001919116
